Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
Aramis Garcia ,138,16,5,17,0,0.223,0.272,31,6,0,9,47,0.386,0.658,0.0,0.0,0.0,6199,CIN 
Mason Martin ,105,14,5,16,1,0.223,0.287,23,5,0,10,43,0.424,0.711,0.0,0.0,0.0,7910,PIT 
Yonny Hernandez ,105,15,1,8,7,0.235,0.334,25,4,0,16,18,0.297,0.631,0.0,0.0,0.0,8614,ARI 
Shed Long Jr. ,111,14,4,13,2,0.231,0.294,26,5,1,10,30,0.398,0.692,0.0,0.0,0.0,8080,BAL 
Austin Allen ,114,13,5,15,0,0.238,0.285,27,6,0,7,31,0.41,0.695,0.0,0.0,0.0,7385,OAK 
Dee Strange-Gordon ,124,14,2,12,3,0.251,0.291,31,5,1,7,23,0.358,0.648,0.0,0.0,0.0,3287,WSH 
Hoy Park ,101,15,2,12,3,0.24,0.341,24,5,1,16,25,0.369,0.71,0.0,0.0,0.0,44226,PIT 
Wilson Ramos ,96,11,4,14,0,0.263,0.314,25,4,0,7,17,0.421,0.735,0.0,0.0,0.0,4013,C) FA 
Heliot Ramos ,103,14,3,12,2,0.241,0.299,25,5,0,9,28,0.388,0.687,0.01,0.02,0.0,10033,SF 
Luis Rengifo ,107,14,3,12,2,0.24,0.302,26,4,1,9,21,0.384,0.686,0.01,0.01,0.0,8153,LAA 
Billy McKinney ,129,16,5,15,1,0.209,0.285,27,6,1,14,37,0.384,0.669,0.0,0.0,0.0,4965,OAK 
Luis Guillorme ,116,15,2,12,1,0.259,0.349,30,5,0,16,24,0.363,0.711,0.01,0.02,0.01,6758,NYM 
Charlie Culberson ,119,13,3,13,2,0.24,0.291,29,6,1,9,32,0.386,0.677,0.0,0.0,0.0,4462,TEX 
Josh Reddick ,125,14,3,14,1,0.243,0.297,30,6,0,10,15,0.358,0.655,0.0,0.0,0.0,3600,RF) FA 
Daz Cameron ,88,12,3,11,3,0.232,0.299,21,5,1,8,20,0.399,0.698,0.0,0.0,0.0,6018,DET 
Nick Allen ,134,15,2,13,3,0.235,0.285,31,7,1,9,32,0.343,0.628,0.0,0.0,0.0,40272,OAK 
Matt Carpenter ,122,17,4,15,1,0.207,0.314,25,6,0,19,38,0.361,0.676,0.01,0.01,0.01,4386,NYY 
Drew Ellis ,113,16,4,14,0,0.223,0.303,25,6,0,13,37,0.388,0.691,0.0,0.0,0.0,7412,ARI 
Jake Marisnick ,107,14,3,13,2,0.227,0.275,24,5,1,7,33,0.383,0.658,0.0,0.0,0.0,4557,PIT 
Miguel Andujar ,82,11,4,12,0,0.259,0.301,21,4,0,5,15,0.447,0.748,0.01,0.02,0.01,6570,NYY 
Danny Mendick ,106,13,3,12,1,0.245,0.307,26,5,0,10,23,0.371,0.678,0.0,0.0,0.0,8443,CWS 
Ryan O'Hearn ,98,12,4,14,0,0.235,0.3,23,4,0,9,29,0.416,0.717,0.0,0.0,0.0,6681,KC 
Reese McGuire ,122,14,3,12,1,0.238,0.296,29,6,0,10,30,0.367,0.663,0.0,0.0,0.0,4941,CWS 
Shogo Akiyama ,122,15,2,11,2,0.236,0.309,29,6,1,13,20,0.355,0.664,0.0,0.0,0.0,42976,SD 
Joe Panik ,142,15,2,13,1,0.241,0.306,34,6,0,13,19,0.337,0.643,0.0,0.0,0.0,4770,"1B,2B,3B) RET "
Juan Lagares ,101,13,2,12,1,0.244,0.281,25,6,1,5,21,0.375,0.656,0.0,0.0,0.0,4263,LAA 
Marwin Gonzalez ,105,13,3,13,1,0.231,0.292,24,5,0,9,26,0.372,0.664,0.0,0.0,0.0,4336,NYY 
Jake Lamb ,100,14,4,14,0,0.213,0.3,21,4,0,12,33,0.38,0.679,0.0,0.0,0.0,5546,LAD 
Alan Trejo ,83,11,3,10,1,0.25,0.295,21,5,0,5,23,0.414,0.709,0.0,0.0,0.0,8563,COL 
Wilmer Difo ,111,14,2,11,1,0.242,0.302,27,4,1,10,26,0.35,0.652,0.0,0.0,0.0,5657,"2B,3B,RF) FA "
Chris Owings ,101,12,3,11,3,0.219,0.281,22,5,1,9,34,0.37,0.651,0.0,0.0,0.0,4258,BAL 
Andrew Velazquez ,79,11,2,9,4,0.228,0.292,18,4,1,7,23,0.361,0.653,0.01,0.01,0.01,6228,LAA 
Seby Zavala ,93,12,4,13,0,0.213,0.273,20,4,0,8,31,0.392,0.664,0.0,0.0,0.0,7878,CWS 
Zack Collins ,87,12,4,12,0,0.219,0.321,19,4,0,13,28,0.389,0.71,0.02,0.02,0.01,5022,TOR 
Derek Hill ,85,11,2,9,3,0.24,0.292,20,3,1,6,23,0.378,0.67,0.0,0.0,0.0,10000,DET 
Eric Sogard ,105,12,2,10,2,0.239,0.297,25,5,0,9,17,0.333,0.63,0.0,0.0,0.0,3333,"2B,3B) FA "
Max Schrock ,83,11,2,10,1,0.254,0.308,21,4,0,6,17,0.392,0.699,0.0,0.0,0.0,6483,CIN 
Luis Campusano ,83,11,3,11,0,0.247,0.312,20,4,0,8,19,0.395,0.707,0.01,0.01,0.0,7455,SD 
Danny Santana ,67,9,3,9,2,0.235,0.287,16,3,0,5,16,0.418,0.705,0.0,0.0,0.0,5355,"1B,CF) FA "
Tyler Nevin ,76,10,3,10,1,0.238,0.302,18,3,0,7,19,0.385,0.687,0.0,0.0,0.0,8294,BAL 
Michael Perez ,128,13,4,15,0,0.202,0.273,26,6,0,12,36,0.349,0.621,0.0,0.0,0.0,8029,PIT 
Luke Maile ,123,14,3,12,1,0.213,0.281,26,6,0,12,42,0.314,0.595,0.0,0.0,0.0,5834,CLE 
Bryan Lavastida ,77,10,2,10,1,0.247,0.312,19,4,0,7,20,0.381,0.692,0.0,0.0,0.0,44355,CLE 
Jarrod Dyson ,82,11,1,7,5,0.214,0.281,18,3,1,8,18,0.302,0.583,0.0,0.0,0.0,3446,"LF,CF,RF) FA "
Willians Astudillo ,80,9,3,10,0,0.256,0.291,20,4,0,4,8,0.416,0.707,0.0,0.0,0.0,7055,MIA 
Cam Gallagher ,112,12,2,11,0,0.242,0.301,27,6,0,9,23,0.357,0.658,0.0,0.0,0.0,6582,KC 
Zach McKinstry ,70,10,2,11,1,0.231,0.292,16,4,0,6,15,0.371,0.664,0.0,0.0,0.0,10153,LAD 
Renato Nunez ,66,9,3,10,0,0.239,0.294,16,3,0,5,18,0.42,0.715,0.01,0.01,0.0,4879,"1B,3B) FA "
Lewis Brinson ,87,10,3,11,1,0.224,0.272,19,4,0,6,21,0.37,0.641,0.0,0.0,0.0,4834,HOU 
Garrett Stubbs ,95,12,2,11,1,0.222,0.299,21,4,0,10,23,0.34,0.638,0.0,0.0,0.0,6761,PHI 
Luke Raley ,71,9,3,10,1,0.227,0.277,16,3,0,5,22,0.398,0.675,0.0,0.0,0.0,8040,TB 
Andrew Knapp ,116,13,3,12,0,0.213,0.295,25,5,0,13,40,0.327,0.622,0.0,0.0,0.0,4996,SEA 
Jordy Mercer ,86,10,2,9,1,0.243,0.296,21,5,0,6,19,0.358,0.654,0.0,0.0,0.0,4373,"2B,3B) FA "
William Contreras ,65,9,3,9,0,0.247,0.31,16,3,0,6,19,0.434,0.745,0.3,0.44,0.15,7659,ATL 
Dustin Garneau ,80,10,4,10,0,0.211,0.275,17,4,0,7,27,0.4,0.675,0.0,0.0,0.0,5824,DET 
Ryan McKenna ,77,10,2,9,2,0.22,0.301,17,3,0,9,23,0.362,0.663,0.0,0.0,0.0,8020,BAL 
Jake Burger ,56,9,3,9,0,0.241,0.301,13,3,0,5,11,0.46,0.761,0.0,0.0,0.0,10074,CWS 
Jose Devers ,66,9,2,7,1,0.262,0.316,17,4,0,5,16,0.387,0.702,0.0,0.0,0.0,7355,MIA 
Emmanuel Rivera ,69,9,2,8,1,0.252,0.298,17,4,0,5,17,0.399,0.697,0.01,0.02,0.01,44159,KC 
Magneuris Sierra ,71,9,1,5,4,0.237,0.283,17,3,0,5,10,0.295,0.578,0.0,0.0,0.0,6048,LAA 
Ernie Clement ,83,10,1,8,1,0.249,0.297,21,4,0,6,15,0.351,0.647,0.0,0.0,0.0,8532,CLE 
Evan White ,68,9,3,10,0,0.224,0.283,15,3,0,6,19,0.401,0.684,0.0,0.0,0.0,7225,SEA 
Richie Martin ,89,10,2,8,2,0.224,0.276,20,3,1,6,25,0.332,0.608,0.0,0.0,0.0,6607,BAL 
Ian Desmond ,62,8,3,8,1,0.221,0.281,14,3,0,5,8,0.388,0.669,0.0,0.0,0.0,3408,"LF,CF) RET "
Alfonso Rivas ,73,10,2,8,0,0.248,0.32,18,3,0,8,22,0.352,0.672,0.01,0.01,0.01,44183,CHC 
Adam Haseley ,68,9,2,8,1,0.238,0.292,16,3,0,5,14,0.372,0.664,0.0,0.0,0.0,7164,CWS 
Payton Henry ,95,10,3,10,0,0.226,0.281,21,4,0,7,34,0.357,0.637,0.0,0.0,0.0,8494,MIA 
Estevan Florial ,57,8,2,7,2,0.222,0.293,13,3,0,6,21,0.389,0.682,0.0,0.0,0.0,6852,NYY 
Jonathan Arauz ,57,9,2,8,0,0.25,0.318,14,3,0,6,11,0.389,0.707,0.0,0.0,0.0,9947,BOS 
Delino DeShields ,65,9,1,6,3,0.225,0.327,15,3,0,10,10,0.322,0.65,0.0,0.0,0.0,4518,ATL 
Matt Thaiss ,60,9,2,9,0,0.227,0.314,14,3,0,8,14,0.389,0.703,0.0,0.0,0.0,6942,LAA 
Brett Sullivan ,70,9,2,8,1,0.23,0.287,16,4,0,6,14,0.378,0.664,0.0,0.0,0.0,7838,SD 
TJ Friedl ,56,8,2,6,1,0.249,0.317,14,2,0,6,12,0.393,0.709,0.0,0.0,0.0,8358,CIN 
Jake Hager ,66,8,2,7,1,0.237,0.296,16,4,0,5,20,0.373,0.669,0.0,0.0,0.0,6671,ARI 
Lucius Fox ,61,8,2,6,2,0.234,0.307,14,3,0,6,16,0.366,0.672,0.0,0.0,0.0,6053,WSH 
Sandy Leon ,131,12,4,13,0,0.195,0.255,25,4,0,11,34,0.319,0.574,0.0,0.0,0.0,4618,CIN 
Dexter Fowler ,62,8,2,8,1,0.222,0.306,14,3,0,8,20,0.347,0.653,0.0,0.0,0.0,3297,RF) FA 
Jose Herrera ,72,8,2,9,1,0.226,0.305,16,3,0,8,20,0.351,0.656,0.0,0.0,0.0,44302,ARI 
Greg Bird ,55,7,3,9,0,0.22,0.303,12,3,0,7,13,0.432,0.736,0.0,0.0,0.0,5721,NYY 
Brock Holt ,89,10,1,8,1,0.232,0.301,21,4,0,9,22,0.321,0.622,0.0,0.0,0.0,4492,3B) FA 
Romy Gonzalez ,52,7,2,6,2,0.234,0.292,12,2,0,4,15,0.38,0.672,0.0,0.0,0.0,44875,CWS 
Matt Joyce ,73,10,2,9,0,0.221,0.322,16,3,0,11,19,0.356,0.678,0.0,0.0,0.0,3729,"LF,RF) FA "
Skye Bolt ,79,10,2,8,1,0.22,0.289,17,4,0,8,25,0.357,0.646,0.0,0.0,0.0,8156,OAK 
Luis Gonzalez ,55,7,2,7,2,0.228,0.305,12,2,0,6,15,0.387,0.692,0.07,0.1,0.04,8338,SF 
Nick Fortes ,62,7,2,7,1,0.238,0.296,15,3,0,5,14,0.372,0.669,0.0,0.0,0.0,8673,MIA 
Ryan Vilade ,58,8,1,6,1,0.255,0.305,15,3,0,4,13,0.362,0.667,0.0,0.0,0.0,7483,COL 
Jake Cave ,56,7,2,7,1,0.236,0.29,13,3,0,4,17,0.371,0.661,0.0,0.0,0.0,5957,MIN 
Austin Romine ,74,8,2,9,0,0.23,0.274,17,3,0,4,22,0.35,0.623,0.0,0.0,0.0,3074,LAA 
Michael Stefanic ,53,7,1,6,1,0.27,0.327,14,2,0,4,10,0.374,0.701,0.0,0.0,0.0,44937,LAA 
Yusniel Diaz ,66,8,2,8,1,0.209,0.27,14,3,0,6,21,0.35,0.621,0.0,0.0,0.0,6031,BAL 
Johneshwy Fargas ,55,6,1,5,4,0.218,0.271,12,2,1,4,16,0.339,0.611,0.0,0.0,0.0,43490,NYM 
Taylor Trammell ,53,8,2,7,1,0.205,0.294,11,2,0,7,13,0.352,0.646,0.0,0.0,0.0,6417,SEA 
Jose Rondon ,52,7,2,6,1,0.227,0.283,12,2,0,4,10,0.377,0.66,0.0,0.0,0.0,5198,RF) FA 
Travis Jankowski ,57,7,1,5,2,0.239,0.327,14,2,0,7,14,0.303,0.63,0.0,0.0,0.0,5825,NYM 
Drew Waters ,52,8,1,5,2,0.241,0.31,12,3,0,5,11,0.373,0.683,0.01,0.01,0.0,7224,ATL 
Daniel Johnson ,46,6,2,6,1,0.235,0.292,11,3,0,4,14,0.381,0.673,0.0,0.0,0.0,8181,NYM 
Tres Barrera ,64,7,2,8,0,0.227,0.3,15,3,0,7,17,0.352,0.653,0.0,0.0,0.0,8516,WSH 
Cody Thomas ,49,6,3,7,0,0.226,0.291,11,3,0,4,17,0.42,0.711,0.0,0.0,0.0,43944,OAK 
David Dahl ,45,7,2,6,0,0.244,0.298,11,3,0,3,8,0.416,0.714,0.0,0.0,0.0,4698,MIL 
Ronald Torreyes ,64,8,1,7,0,0.242,0.285,16,3,0,4,10,0.347,0.632,0.0,0.0,0.0,4811,"2B,3B,SS) FA "
Gregory Polanco ,44,6,2,6,1,0.229,0.302,10,2,0,5,14,0.405,0.707,0.0,0.0,0.0,4705,RF) FA 
Luis Barrera ,64,8,1,6,1,0.235,0.29,15,3,1,5,15,0.349,0.639,0.01,0.01,0.0,8147,OAK 
Jason Vosler ,48,6,2,6,0,0.24,0.305,12,2,0,5,12,0.419,0.724,0.0,0.0,0.0,7623,SF 
Josh Palacios ,54,7,1,6,1,0.239,0.304,13,3,0,5,17,0.362,0.667,0.0,0.0,0.0,43676,WSH 
Jacob Nottingham ,60,7,2,8,1,0.204,0.262,12,2,0,5,22,0.338,0.6,0.0,0.0,0.0,5982,BAL 
Jahmai Jones ,59,7,2,6,1,0.225,0.291,13,2,0,5,16,0.343,0.634,0.0,0.0,0.0,6876,BAL 
Jared Oliva ,50,6,1,5,2,0.237,0.292,12,3,0,4,15,0.353,0.645,0.0,0.0,0.0,10188,PIT 
Jose Peraza ,46,6,1,5,1,0.253,0.293,12,2,0,3,6,0.385,0.677,0.0,0.0,0.0,5186,NYY 
Taylor Jones ,46,6,2,6,0,0.238,0.307,11,2,0,5,14,0.396,0.703,0.0,0.0,0.0,8437,HOU 
Phil Gosselin ,52,7,1,6,0,0.248,0.304,13,2,0,4,12,0.351,0.655,0.0,0.0,0.0,5531,ATL 
Kyle Garlick ,47,6,2,6,0,0.232,0.279,11,3,0,3,14,0.418,0.696,0.0,0.0,0.0,8515,MIN 
Christin Stewart ,37,5,2,6,0,0.231,0.303,9,2,0,4,12,0.428,0.731,0.0,0.0,0.0,6832,BOS 
Rylan Bannon ,48,6,2,6,1,0.218,0.294,10,2,0,5,13,0.367,0.662,0.0,0.0,0.0,8006,BAL 
Luke Williams ,53,6,1,5,2,0.229,0.291,12,3,0,5,13,0.327,0.618,0.0,0.0,0.0,43628,MIA 
Vimael Machin ,63,8,1,6,0,0.231,0.306,15,3,0,7,12,0.334,0.64,0.0,0.0,0.0,40894,OAK 
Rafael Marchan ,52,6,2,6,0,0.236,0.296,12,2,0,5,12,0.369,0.665,0.0,0.0,0.0,43920,PHI 
Mario Feliciano ,42,5,2,6,0,0.238,0.282,10,2,0,3,12,0.41,0.692,0.0,0.0,0.0,43664,MIL 
Anthony Bemboom ,61,7,2,7,0,0.214,0.282,13,2,0,6,19,0.348,0.63,0.0,0.0,0.0,7072,BAL 
Justin Smoak ,45,6,2,6,0,0.222,0.319,10,2,0,6,13,0.39,0.709,0.0,0.0,0.0,3621,1B) FA 
Rodolfo Castro ,43,5,2,6,0,0.236,0.287,10,2,0,3,11,0.425,0.712,0.0,0.0,0.0,8553,PIT 
Dalton Kelly ,29,4,2,4,1,0.241,0.328,7,1,0,4,10,0.407,0.735,0.0,0.0,0.0,6573,OAK 
Richie Palacios ,38,5,1,4,1,0.259,0.333,10,2,0,4,9,0.4,0.734,0.0,0.0,0.0,44377,CLE 
Curtis Terry ,40,5,2,6,0,0.231,0.281,9,3,0,3,9,0.387,0.668,0.0,0.0,0.0,44348,MIN 
Pedro Leon ,32,5,1,4,2,0.23,0.309,7,1,0,4,8,0.403,0.712,0.0,0.0,0.0,44326,HOU 
Jordan Groshans ,37,5,1,5,0,0.267,0.335,10,3,0,4,6,0.41,0.745,0.01,0.01,0.0,7927,TOR 
Travis Demeritte ,31,5,2,5,0,0.24,0.31,7,2,0,3,10,0.471,0.782,0.01,0.02,0.01,4981,ATL 
Nick Maton ,51,6,1,6,1,0.221,0.294,11,3,0,5,15,0.341,0.634,0.0,0.0,0.0,43955,PHI 
Yairo Munoz ,30,4,1,4,1,0.253,0.292,8,1,0,2,7,0.407,0.699,0.0,0.0,0.0,5999,PHI 
Connor Wong ,30,4,1,4,1,0.249,0.289,8,2,0,2,9,0.413,0.702,0.0,0.0,0.0,8335,BOS 
Andy Burns ,35,5,1,5,1,0.214,0.295,8,2,0,4,3,0.308,0.603,0.0,0.0,0.0,5165,LAD 
Dustin Fowler ,35,5,1,5,1,0.229,0.27,8,2,1,2,4,0.386,0.656,0.0,0.0,0.0,6169,CF) FA 
Pablo Reyes ,39,5,1,5,1,0.237,0.298,9,2,0,3,9,0.379,0.677,0.0,0.0,0.0,8074,MIL 
Rob Refsnyder ,41,6,1,5,0,0.249,0.319,10,2,0,4,11,0.394,0.712,0.0,0.0,0.0,5673,BOS 
Jake Bauers ,37,5,1,4,1,0.23,0.309,9,1,0,4,9,0.379,0.688,0.0,0.0,0.0,5090,CIN 
Scott Kingery ,46,6,1,5,1,0.216,0.271,10,2,0,3,12,0.351,0.622,0.0,0.0,0.0,6742,PHI 
Roman Quinn ,38,5,1,4,2,0.215,0.278,8,1,0,3,12,0.313,0.591,0.0,0.0,0.0,4823,PHI 
Tyler Freeman ,40,5,0,4,1,0.27,0.303,11,3,0,2,4,0.368,0.67,0.0,0.0,0.0,10024,CLE 
DJ Peters ,33,5,2,5,0,0.22,0.271,7,2,0,2,12,0.416,0.687,0.0,0.0,0.0,7672,"LF,CF,RF) FA "
Oswald Peraza ,22,3,1,4,1,0.27,0.322,6,1,0,2,5,0.373,0.695,0.01,0.01,0.0,43749,NYY 
Billy Hamilton ,46,6,0,4,3,0.206,0.264,9,2,0,4,12,0.264,0.529,0.0,0.0,0.0,4636,"LF,CF) FA "
Royce Lewis ,27,4,1,3,1,0.251,0.306,7,1,0,2,6,0.405,0.711,0.1,0.17,0.04,6967,MIN 
Khalil Lee ,32,5,1,4,1,0.219,0.312,7,2,0,4,13,0.36,0.673,0.0,0.0,0.0,6915,NYM 
Nelson Velazquez ,27,3,1,4,1,0.259,0.308,7,2,0,2,8,0.421,0.729,0.0,0.0,0.0,45006,CHC 
Kody Clemens ,38,5,1,5,0,0.235,0.295,9,2,0,3,10,0.39,0.685,0.0,0.0,0.0,10049,DET 
Brendon Davis ,38,5,1,5,0,0.236,0.302,9,2,0,4,8,0.416,0.718,0.0,0.0,0.0,44502,DET 
Oswaldo Cabrera ,30,4,1,4,1,0.247,0.298,7,2,0,2,8,0.405,0.702,0.0,0.0,0.0,8549,NYY 
Austin Dean ,32,4,1,5,0,0.24,0.304,8,2,0,3,7,0.372,0.676,0.0,0.0,0.0,7571,SF 
John Nogowski ,36,5,1,4,0,0.238,0.309,9,1,0,4,7,0.375,0.684,0.0,0.0,0.0,43660,ATL 
Isan Diaz ,45,6,1,5,0,0.213,0.3,10,2,0,6,13,0.344,0.644,0.0,0.0,0.0,5995,SF 
Everson Pereira ,27,4,1,4,1,0.221,0.27,6,1,0,2,10,0.381,0.651,0.0,0.0,0.0,7417,NYY 
Ka'ai Tom ,31,4,1,4,1,0.21,0.29,7,1,1,4,3,0.323,0.612,0.0,0.0,0.0,10006,SF 
Hernan Perez ,35,4,1,4,1,0.232,0.274,8,2,0,2,4,0.286,0.56,0.0,0.0,0.0,4138,ATL 
Franchy Cordero ,27,4,1,4,0,0.248,0.313,7,2,0,3,9,0.406,0.719,0.01,0.01,0.01,6552,BOS 
Brandon Drury ,37,4,1,5,0,0.234,0.285,9,2,0,3,10,0.38,0.665,0.53,0.54,0.51,5607,CIN 
Zach Reks ,40,5,1,5,0,0.235,0.306,9,2,0,4,14,0.373,0.678,0.0,0.0,0.0,43943,TEX 
Jonathan Aranda ,25,3,1,4,0,0.259,0.322,7,1,0,2,6,0.406,0.727,0.0,0.0,0.0,45018,TB 
Otto Lopez ,31,4,0,4,1,0.265,0.319,8,2,0,2,7,0.358,0.677,0.0,0.0,0.0,10618,TOR 
Elehuris Montero ,28,4,1,4,0,0.259,0.318,7,1,0,2,7,0.458,0.776,0.0,0.0,0.0,39212,COL 
Alex Jackson ,38,5,2,5,0,0.199,0.261,7,1,0,3,13,0.396,0.656,0.0,0.0,0.0,5687,MIL 
Korey Lee ,22,3,1,4,0,0.254,0.316,6,1,0,2,5,0.407,0.723,0.0,0.0,0.0,20414,HOU 
Gilberto Celestino ,35,5,1,4,0,0.235,0.296,8,2,0,3,9,0.386,0.682,0.0,0.0,0.0,10042,MIN 
Brendan Donovan ,26,4,0,3,1,0.258,0.326,7,1,0,3,5,0.362,0.687,0.14,0.22,0.05,45005,STL 
Daniel Robertson ,43,5,1,4,0,0.22,0.303,10,2,0,5,14,0.327,0.631,0.0,0.0,0.0,5475,"CF,LF,RF) FA "
Blake Rutherford ,33,4,1,4,0,0.237,0.28,8,2,0,2,9,0.357,0.637,0.0,0.0,0.0,6476,CWS 
Terrin Vavra ,25,3,1,3,1,0.238,0.311,6,1,0,3,7,0.372,0.683,0.0,0.0,0.0,8306,BAL 
Jake Rogers ,38,5,1,5,0,0.214,0.286,8,1,0,4,13,0.352,0.638,0.0,0.0,0.0,7321,DET 
JT Riddle ,42,5,1,5,0,0.202,0.239,9,2,0,2,4,0.313,0.551,0.0,0.0,0.0,6202,CIN 
Jake Noll ,27,3,1,4,0,0.25,0.292,7,2,0,2,6,0.348,0.64,0.0,0.0,0.0,8520,WSH 
Gabriel Moreno ,27,3,1,4,0,0.254,0.303,7,1,0,2,5,0.434,0.737,0.04,0.07,0.01,44003,TOR 
Alex Avila ,62,6,2,7,0,0.176,0.31,11,3,1,12,8,0.36,0.67,0.0,0.0,0.0,3033,C) RET 
Eguy Rosario ,27,4,0,3,1,0.252,0.322,7,2,0,3,5,0.321,0.643,0.0,0.0,0.0,10119,SD 
Taylor Motter ,31,4,2,4,0,0.202,0.279,6,2,0,3,5,0.4,0.679,0.0,0.0,0.0,5891,CIN 
Donovan Casey ,32,4,1,3,1,0.225,0.275,7,1,0,2,12,0.366,0.64,0.0,0.0,0.0,10152,WSH 
Ryan LaMarre ,30,4,1,4,0,0.22,0.283,7,1,0,3,9,0.342,0.625,0.0,0.0,0.0,5269,NYY 
Tucupita Marcano ,31,4,0,3,1,0.247,0.317,8,1,0,3,6,0.326,0.644,0.0,0.0,0.0,43731,PIT 
Sam Huff ,34,4,1,4,0,0.226,0.277,8,1,0,2,14,0.386,0.663,0.01,0.01,0.0,43641,TEX 
JaCoby Jones ,45,5,1,4,1,0.2,0.25,9,2,0,3,2,0.167,0.417,0.0,0.0,0.0,4994,KC 
Yermin Mercedes ,28,3,1,4,0,0.25,0.301,7,1,0,2,6,0.415,0.716,0.0,0.0,0.0,7089,CWS 
Monte Harrison ,23,3,1,3,1,0.227,0.288,5,1,0,2,9,0.348,0.636,0.0,0.0,0.0,7240,LAA 
Jeter Downs ,23,3,1,3,1,0.219,0.28,5,1,0,2,7,0.418,0.698,0.01,0.01,0.0,7262,BOS 
Chance Sisco ,40,5,1,5,0,0.214,0.293,8,2,0,4,14,0.338,0.631,0.0,0.0,0.0,5039,MIN 
Micker Adolfo ,25,3,1,4,0,0.228,0.289,6,1,0,2,9,0.442,0.73,0.0,0.0,0.0,6949,CWS 
Zack Short ,34,5,1,4,0,0.209,0.303,7,1,0,4,10,0.364,0.667,0.0,0.0,0.0,8500,DET 
Trayce Thompson ,28,4,1,4,0,0.207,0.283,6,1,0,3,8,0.345,0.629,0.0,0.0,0.0,4777,DET 
Aaron Altherr ,22,4,1,3,0,0.209,0.277,5,1,0,2,6,0.167,0.443,0.0,0.0,0.0,5297,"LF,CF,RF) FA "
Mark Kolozsvary ,32,4,1,4,0,0.201,0.272,7,2,0,3,12,0.345,0.618,0.0,0.0,0.0,43988,CIN 
Ildemaro Vargas ,31,3,1,3,0,0.248,0.288,8,2,0,2,6,0.347,0.635,0.0,0.0,0.0,6583,"2B,3B,SS) FA "
Derek Fisher ,18,3,1,2,1,0.2,0.282,4,1,0,2,3,0.143,0.425,0.0,0.0,0.0,6026,MIN 
Ronnie Dawson ,18,3,1,2,1,0.229,0.308,4,1,0,2,2,0.286,0.593,0.0,0.0,0.0,8430,CIN 
Patrick Mazeika ,36,4,1,4,0,0.227,0.289,8,2,0,3,8,0.382,0.67,0.0,0.0,0.0,7601,NYM 
Alejo Lopez ,25,4,0,3,0,0.276,0.333,7,1,0,2,4,0.35,0.683,0.0,0.0,0.0,8683,CIN 
Jedd Gyorko ,20,3,1,3,0,0.241,0.312,5,1,0,2,5,0.433,0.745,0.0,0.0,0.0,4630,"1B,3B) FA "
Jaylin Davis ,20,3,1,3,0,0.228,0.295,5,1,0,2,6,0.415,0.71,0.0,0.0,0.0,26894,BOS 
Rene Pinto ,30,3,1,4,0,0.232,0.278,7,2,0,2,10,0.368,0.647,0.0,0.0,0.0,43755,TB 
Steven Souza Jr. ,29,4,1,4,0,0.205,0.29,6,1,0,3,11,0.336,0.626,0.0,0.0,0.0,5441,RF) FA 
Trent Giambrone ,29,3,1,3,1,0.2,0.263,6,1,0,2,10,0.338,0.601,0.0,0.0,0.0,8506,CHC 
Tim Beckham ,21,3,1,3,0,0.234,0.29,5,1,0,2,6,0.395,0.685,0.0,0.0,0.0,4503,MIN 
Corey Ray ,25,3,1,3,0,0.218,0.279,6,2,0,2,9,0.355,0.633,0.0,0.0,0.0,6473,MIL 
Wyatt Mathisen ,30,4,1,4,0,0.217,0.289,6,1,0,3,10,0.383,0.672,0.0,0.0,0.0,8124,SF 
Jose Godoy ,29,3,1,3,0,0.24,0.29,7,1,0,2,7,0.34,0.629,0.0,0.0,0.0,8521,MIN 
Chad Wallach ,34,4,1,4,0,0.194,0.269,7,1,0,4,10,0.306,0.575,0.0,0.0,0.0,6639,LAA 
Ronald Guzman ,28,4,1,3,0,0.225,0.296,6,1,0,3,8,0.378,0.674,0.0,0.0,0.0,5680,NYY 
Austin Wynns ,36,4,1,3,0,0.222,0.273,8,1,0,3,3,0.25,0.523,0.0,0.0,0.0,6725,PHI 
Peyton Burdick ,16,3,1,2,0,0.229,0.324,4,1,0,2,4,0.357,0.68,0.0,0.0,0.0,43754,MIA 
Rio Ruiz ,26,3,1,3,0,0.241,0.294,6,1,0,2,7,0.393,0.687,0.0,0.0,0.0,6158,"1B,2B,3B) FA "
Alex Blandino ,45,5,1,4,0,0.207,0.292,9,2,0,5,14,0.327,0.619,0.0,0.0,0.0,7885,SEA 
Buddy Kennedy ,20,3,1,2,0,0.251,0.316,5,1,0,2,6,0.385,0.701,0.0,0.0,0.0,44909,ARI 
Abraham Almonte ,25,4,1,3,0,0.213,0.322,5,2,0,4,3,0.3,0.622,0.0,0.0,0.0,4060,MIL 
Brian Serven ,20,2,1,3,0,0.228,0.275,5,1,0,1,6,0.368,0.642,0.01,0.01,0.01,8505,COL 
Jonah Bride ,24,3,1,2,0,0.23,0.302,6,1,0,2,6,0.368,0.67,0.0,0.0,0.0,44998,OAK 
